"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x418034459","x1369278619797884928",2021-03-09 13:27:17,"CmccClimate","#rassegnastampa #9Marzo
Manuale di sopravvivenza nell'Italia della crisi climatica. Ecco in quali zone sarà meglio… https://t.co/wc5IdDd2qy","Twitter Web App",,,,,FALSE,FALSE,0,0,,,"rassegnastampa 9Marzo",,"twitter.com/i/web/status/1…","https://t.co/wc5IdDd2qy","https://twitter.com/i/web/status/1369278619797884928",,,,,,,,,,,"it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369278619797884928","Fondazione Cmcc","Italia","Euro-Mediterranean Center on #climatechange: integrated, multi-disciplinary and frontier #research on #climate #science and #policy.","https://t.co/pPhyVk1z0o",FALSE,3977,1526,132,13041,8836,2011-11-21 17:25:28,FALSE,"https://t.co/pPhyVk1z0o","http://www.cmcc.it",,"https://pbs.twimg.com/profile_banners/418034459/1568977079","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/928635065978048517/poFWF_R0_normal.jpg"
"x1342244540","x1368944564808089600",2021-03-08 15:19:52,"OrstedUK","""We need more women!"" <U+0001F44F> The passion from Christina, a foundation package manager with us, is clear in her #IWD2021… https://t.co/K0zWnOJl0g","Twitter Web App",,,,,FALSE,FALSE,10,3,,,"IWD2021",,"twitter.com/i/web/status/1…","https://t.co/K0zWnOJl0g","https://twitter.com/i/web/status/1368944564808089600",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1368944564808089600","Ørsted UK","London","Global leader in offshore wind and ranked World's Most Sustainable Energy Company. Let's create a world that runs entirely on green energy.","https://t.co/M25lyrVZtW",FALSE,14921,825,230,4053,2860,2013-04-10 15:54:42,FALSE,"https://t.co/M25lyrVZtW","http://www.orsted.co.uk",,"https://pbs.twimg.com/profile_banners/1342244540/1611566090","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/924947735966601216/J0yhFg-V_normal.jpg"
"x185718976","x1369003859604029445",2021-03-08 19:15:29,"FirstSolar","In addition to being efficient, cost-competitive, and fast to produce – it takes just 4.5 hours to produce a module… https://t.co/xWPVHHiQRI","Twitter Web App",,"x1369003857452400643","x185718976","FirstSolar",FALSE,FALSE,3,0,,,,,"twitter.com/i/web/status/1…","https://t.co/xWPVHHiQRI","https://twitter.com/i/web/status/1369003859604029445",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369003859604029445","First Solar","Global","First Solar is a leading global provider of comprehensive PV solar solutions which use its advanced module and system technology","http://t.co/DJbh4a7PEp",FALSE,30923,163,551,1659,525,2010-09-01 17:32:36,FALSE,"http://t.co/DJbh4a7PEp","http://www.firstsolar.com",,"https://pbs.twimg.com/profile_banners/185718976/1582751856","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1232208433463615488/E06Q63va_normal.jpg"
"x123290555","x1369278722998755328",2021-03-09 13:27:42,"Canadian_Solar","As part of this week's #internationalwomensday celebration, view now the latest interview with Susanne Pflug, Gener… https://t.co/AgYvNQxKQv","Hootsuite Inc.",,,,,FALSE,FALSE,1,0,,,"internationalwomensday",,"twitter.com/i/web/status/1…","https://t.co/AgYvNQxKQv","https://twitter.com/i/web/status/1369278722998755328",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369278722998755328","Canadian Solar","Worldwide","Canadian Solar exists to make the difference. To customers, colleagues, partners, investors, and all whose lives we touch with our exceptional solar products.","http://t.co/0XMJAb8ZvJ",FALSE,22444,1288,425,4084,3410,2010-03-15 16:26:00,FALSE,"http://t.co/0XMJAb8ZvJ","http://www.canadiansolar.com",,"https://pbs.twimg.com/profile_banners/123290555/1545843011","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1076245021869826048/CYOa9-pb_normal.jpg"
"x984085457049825280","x1369238756734164994",2021-03-09 10:48:53,"Mirrecogroup","Our Prototype Hemp CAST® Production line is now fully operational &amp; so to celebrate, on… https://t.co/PKxKQA2zRV","Twitter for iPhone",,,,,FALSE,FALSE,1,0,,,,,"twitter.com/i/web/status/1…","https://t.co/PKxKQA2zRV","https://twitter.com/i/web/status/1369238756734164994",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369238756734164994","MIRRECO™<U+FE0F>","AUS : UK : EU : US","Lower Carbon Futures","https://t.co/Vs2dN8AzZe",FALSE,226,111,2,420,324,2018-04-11 15:07:11,FALSE,"https://t.co/Vs2dN8AzZe","http://www.mirreco.com",,"https://pbs.twimg.com/profile_banners/984085457049825280/1593502418",,"http://pbs.twimg.com/profile_images/1277875116819353600/NLK9StNe_normal.jpg"
"x1140936753232175104","x1283187767070031874",2020-07-14 23:52:58,"Seeo2E","Great to see @MaRSDD ventures @summit_nanotech @Evercloak @Seeo2E and @flash_forest selected to receive up to $100,… https://t.co/5yowuWSbdL","Twitter Web App",,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,,,"x139112983 x9420322 x989712850032578560 x1227627130017714176 x1140936753232175104 x1159228040800550912","Go2CleanBreak MaRSDD summit_nanotech Evercloak Seeo2E flash_forest","en",,,,,,,,,,,,,,,,"x1283107312522100736","Great to see @MaRSDD ventures @summit_nanotech @Evercloak @Seeo2E and @flash_forest selected to receive up to $100,… https://t.co/5yowuWSbdL",2020-07-14 18:33:16,"Twitter Web App",11,2,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1283187767070031874","SeeO2 Energy","","Our vision is to mitigate CO2 emissions while storing excess electricity in the form of fuels & chemicals.","https://t.co/zIOsOFJYVO",FALSE,25,14,3,9,15,2019-06-18 10:58:14,FALSE,"https://t.co/zIOsOFJYVO","http://www.seeo2energy.com",,"https://pbs.twimg.com/profile_banners/1140936753232175104/1595416944","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1285897972769869825/aoVZhe4Z_normal.jpg"
"x1055137381861523457","x1364849544199102464",2021-02-25 08:07:43,"DeepBranchBio","<U+0001D5E8><U+0001D5FB><U+0001D5EF><U+0001D5EE><U+0001D5F9><U+0001D5EE><U+0001D5FB><U+0001D5F0><U+0001D5F6><U+0001D5FB><U+0001D5F4> <U+0001D601><U+0001D5F5><U+0001D5F2> <U+0001D600><U+0001D5F0><U+0001D5EE><U+0001D5F9><U+0001D5F2><U+0001D600> - <U+0001D604><U+0001D5F5><U+0001D5EE><U+0001D601> <U+0001D5F6><U+0001D600> <U+0001D601><U+0001D5F5><U+0001D5EE><U+0001D601> <U+0001D5EE><U+0001D5F9><U+0001D5F9> <U+0001D5EE><U+0001D5EF><U+0001D5FC><U+0001D602><U+0001D601>? 

Here is your opportunity talk with Ahmed El-Kadars from… https://t.co/5mMsV91RYr","Twitter Web App",,,,,FALSE,TRUE,0,7,,,,,,,,,,,,,,,,"x880760732048031745 x1055137381861523457","BioMarGroup DeepBranchBio","en",,,,,,,,,,,,,,,,"x1364530928190705667","<U+0001D5E8><U+0001D5FB><U+0001D5EF><U+0001D5EE><U+0001D5F9><U+0001D5EE><U+0001D5FB><U+0001D5F0><U+0001D5F6><U+0001D5FB><U+0001D5F4> <U+0001D601><U+0001D5F5><U+0001D5F2> <U+0001D600><U+0001D5F0><U+0001D5EE><U+0001D5F9><U+0001D5F2><U+0001D600> - <U+0001D604><U+0001D5F5><U+0001D5EE><U+0001D601> <U+0001D5F6><U+0001D600> <U+0001D601><U+0001D5F5><U+0001D5EE><U+0001D601> <U+0001D5EE><U+0001D5F9><U+0001D5F9> <U+0001D5EE><U+0001D5EF><U+0001D5FC><U+0001D602><U+0001D601>? 

Here is your opportunity talk with Ahmed El-Kadars from… https://t.co/5mMsV91RYr",2021-02-24 11:01:39,"Loomly",13,7,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1364849544199102464","Deep Branch","UK and the Netherlands","A carbon recycling company <U+267B><U+FE0F> converting CO2 into high-value products

Alternative Protein, Simplified

Cleantech | Single-Cell Protein | Food Security","https://t.co/t6lIYvDzgG",FALSE,498,528,6,171,258,2018-10-24 16:42:10,FALSE,"https://t.co/t6lIYvDzgG","http://www.deepbranch.com",,"https://pbs.twimg.com/profile_banners/1055137381861523457/1604381729","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1107915923556577280/JpUYE47Q_normal.png"
"x999752067710267392","x1032276932380041216",2018-08-22 14:42:54,"based_ocean","See what the corporate gigaton challenge is all about. Allowing companies to offset their #CO2 internally while seq… https://t.co/f4D6JMj88c","Twitter for Android",,,,,FALSE,FALSE,2,0,,,"CO2",,"twitter.com/i/web/status/1…","https://t.co/f4D6JMj88c","https://twitter.com/i/web/status/1032276932380041216",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1032276932380041216","Ocean-Based Climate Solutions","Santa Fe, NM","Ocean Surface CArbon Relocation uses wave and salinity gradient energy to move CO2-enriched upper ocean to the seafloor where it is isolated from the atmosphere","https://t.co/LEY7WzmM3L",FALSE,43,128,2,14,5,2018-05-24 20:40:42,FALSE,"https://t.co/LEY7WzmM3L","http://www.ocean-based.com",,"https://pbs.twimg.com/profile_banners/999752067710267392/1527194719","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/999752538348961792/1cznITWe_normal.jpg"
"x1000093259207655425","x1369280806342946822",2021-03-09 13:35:58,"CarbonEngineer","We’ve launched a new #CarbonDioxideRemoval service with @Shopify as our first #CEfoundingcustomer! Shopify is worki… https://t.co/NUNTLtdydU","Twitter Web App",,,,,FALSE,FALSE,8,4,,,"CarbonDioxideRemoval CEfoundingcustomer",,"twitter.com/i/web/status/1…","https://t.co/NUNTLtdydU","https://twitter.com/i/web/status/1369280806342946822",,,,,,,,,"x17136315","Shopify","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369280806342946822","Carbon Engineering Ltd.","Squamish, BC, Canada","Working to restore our climate with technology that removes carbon dioxide from the air at megaton-scale.","https://t.co/3kcbKyRkcH",FALSE,6340,286,114,365,336,2018-05-25 19:16:28,FALSE,"https://t.co/3kcbKyRkcH","http://www.carbonengineering.com",,"https://pbs.twimg.com/profile_banners/1000093259207655425/1608747848",,"http://pbs.twimg.com/profile_images/1000152406066282496/US_P-jpG_normal.jpg"
"x455777292","x1369219755622752258",2021-03-09 09:33:23,"Climeworks","To restore our earth, we need to restore a healthy balance of CO2. Learn how our partner @Climeworks can help you t… https://t.co/QPpA2UQVtj","Twitter Web App",,,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,,,"x17993496 x455777292","EarthDayOrg Climeworks","en",,,,,,,,,,,,,,,,"x1369009596854132747","To restore our earth, we need to restore a healthy balance of CO2. Learn how our partner @Climeworks can help you t… https://t.co/QPpA2UQVtj",2021-03-08 19:38:17,"Twitter Web App",18,5,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369219755622752258","Climeworks","Zürich, Switzerland","Climeworks empowers everyone to be climate positive by permanently removing carbon dioxide from the air.","http://t.co/FnFPrwXTFv",FALSE,8337,1176,194,2710,1482,2012-01-05 14:13:17,FALSE,"http://t.co/FnFPrwXTFv","http://www.climeworks.com",,"https://pbs.twimg.com/profile_banners/455777292/1591102886","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1266224366280302594/H-42hdcp_normal.jpg"
